,0,1
68,우리 아빠 어쩌면 오래 못 살지도 몰라.,9
69,근데... 굳이 왜 집을 지어?,9
70,그럼 너한테 예쁘고 좋은 집이 뭔데?,9
71,근데 그렇게 물어보면 뭐부터 얘길 해야 할지... 잘 모르겠단 말이지.,9
72,작은 거부터.,9
73,... 작은 거?,9
74,예를 들어서... 아침에 일어나서 제일 먼저 하는 게 뭐야?,9
75,... 화장실 가지.,9
76,그럼 그거부터. 화장실부터. 아무 생각 없이 말고. 생각하면서.,9
77,난 화장실 어두운 게 그렇게 싫더라. 낮에도 불 켜야 되고.,9
78,생각해 봤는데... 증축을 하자.,9
79,증축?,9
80,이 집을 없애지 말고. 적당히 털고. 그 옆에 새로 또 적당하게. 증축.,9
81,글쎄... 너무 낡지 않았어?,9
82,집 멀쩡한데 뭘. 그리고... 이거 아깝잖아?,9
83,그럼 좀 싸지나?,9
84,근데 방이 겨우 2개야?  너무 적지 않나?,9
85,아버지 안방. 네 방. 그럼 됐지 뭘. 작은방 여러 개보다 안방이랑 거실을 그만큼 넓게 써. 그게 훨 나.,9
86,손님이라도 오면... 사랑방. 그런 거 있잖아.,9
87,무슨 대감집이야?  사랑방이 있게.,9
88,사랑방 손님과 어머니. 몰라?,9
89,그래서 트러블 생기는 거 아니야. 괜히 사랑방 같은 있어서.,9
90,트러블이래. 교양하고는.,9
91,그렇잖아?  애꿎게 애만 중간에 왔다 갔다. 애가 무슨 죄야.,9
92,너 왜 이렇게 뺀질뺀질 해졌어?  옛날엔 안 그랬잖아?,9
93,어머. 팀장님 옛날엔 어땠는데요?,9
94,흉했지. 엄청 여자들한테 인기도 없었고...,9
95,그건 지금도 그래요.,9
96,너 얘기 안 했어?  그게... 얘가 나를 하도 쫓아와서.,9
97,이건 또 무슨 창의적인 소릴까?,9
98,에이. 뭐 어때 이제 와서. 괜찮아. 고백해. 사람이 솔직해야지.,9
99,뭔 소리야?  숙제 도와달라고 네가 먼저 따라왔잖아. 막.,9
100,얼씨구.,9
101,그럼 노유동이 어디야?,9
102,... 모르겠는데요.,9
103,요기잖아. 요기. 강 건너 윗동네도 몰라?,2
104,... 강북은 잘 몰라서...,9
105,근데 1학년 아니지?  에프였어?,9
106,여기서 오래 살았어요?,9
107,뭐... 태어나서 계속...,9
108,와. 그럼 동네 잘 알겠다.,9
109,예. 뭐...,9
110,난 이사 온 지 얼마 안 돼서 하나도 모르는데...,9
111,여긴 무슨 집이에요?,9
112,아. 여기 아무도 안 살아요. 빈 집이에요.,9
113,왜요?,9
114,예?  왜냐면... 그러니까... 그러게. 왤까요?,9
115,들어가 볼래요?,9
116,...... 왜요?,9
117,그냥. 집 어떻게 생겼나 궁금하기도 하고.,9
118,남의 집인데. 어떻게 함부로. 에이. 그리고 잠겼을 거예요.,9
119,... 예?  그게... 뭐가 공평하다는 건지. 전 잘... ?,9
120,근데 왜 말 안 놔?  동갑인데.,9
121,... 먼저 노세요.,9
122,나 아까부터 놨잖아. 말 논 거 안 보여?  너도 놔.,9
123,... 네. 알았어요.,9
124,그러니깐... 노라니깐.,9
125,알았다고요!  노면 되잖아요!,0
126,엄마. 파란색 남방... 그거 안 빨았어?,9
127,안 빨았는데.,9
128,그거 오늘 입어야 되는데...,9
129,지금 빨아서 언제입어?,3
130,이상해. 저렇게 집들이 많은데 저 중에 내 집이 하나 없다는 게.,1
131,어른 되면 저거 하나 사려고 평생 돈 모은 다잖아.,9
132,서울은 정말 복잡하구나. 사람도 너무 많고...,1
133,넌 고향이 어디야?,9
134,글쎄... 어디라고 해야 될까. 초등학교 때까진 춘천 살다가... 그 후론 하도 여기저기 떠돌아다녀서.,9
135,... 그럼 부모님은?,9
136,우리 아빠는 지금 어딨는지 몰라.,9
137,우리 아빠는 배 타. 유조선 선장. 마도로스.,9
138,그럼 여기엔 엄마랑 같이 있는 거야?,9
139,엄만 돌아가셨어. 여긴 친척 집에 잠깐 있는 거야.,9
140,... 어... 미안...,1
141,네가 뭐가 미안해?  우리 엄마가 너 때문에 돌아가신 것도 아닌데...,9
142,4미터라니깐.,9
143,그니까 그게 어느 정도냐고?  상상이 안 돼.,9
144,... 한 이 정도?,9
145,음... 이왕 높이는 거 더 높으면 안 되나?,9
146,높다고 다 좋은 게 아니야. 냉난방 골치 아파져.,9
147,바로 여기. 주방이 되고 이쪽으로 새로 거실 벽이 생기고.,9
148,그럼 거기에 책장을 짤까?  벽 전체를 꽉 채워서. 예쁠 거 같은데.,9
149,책이 그렇게 많아?,2
150,아니... 뭐 이제부터라도 좀 읽어볼까... 해서...,9
151,먼저 좀 읽고. 응?,9
152,어. 근데. 잠깐!  이건 또 뭐야?,2
153,거실 창이잖아. 여기서 그대로 테라스랑 마당으로 이어지게.,9
154,아...,9
155,날씨 좋은 날 활짝 열어놓고 테라스에서 커피도 마시고. 음악도 듣고. 뭐... 책... 두 읽으려면 읽고.,9
156,읽을 거야. 정말 많이,9
157,그럼. 이제라도 읽으면 되지. 책도 막 열심히 읽고. 독후감도 열라 쓰고. 일일 계획표도 짜고. 곤충 채집도 하고... 다 해. 다. 생각만 해도 신난다.,9
158,선배. 여기서 아침 드시고 서울 올라가시죠?,9
159,그래. 그러자. 배고프다.,9
160,근데... 선배. 요즘 무슨 좋은 일 있죠?,9
161,... 응?,9
162,뭐가 있긴 있는데...,9
163,있긴 뭐가 있어?,9
164,어머!  정말? 언제?,2
165,아마... 연말쯤?  늦어도 연초에는...,9
166,축하해. 근데 왜 지금까지 아무 말도 없었어?,9
167,얼마 전에 결정 났어요. 결혼하고 곧장 미국 가기로.,9
168,미국 어디?,9
169,뉴욕이오. 가서 저는 공부하고. 오빠는 취업하기로. 운이 좋았어요.,8
170,야... 잘 됐네. 그 남자 땡잡았다.,8
171,달랑 방 하나에서 먹고 자고. 그렇게 어떻게 사냐?  그래도 신혼인데...,3
172,그 얘기 끝났잖아.,9
173,우리 이모가 그러는데 이스트 빌리지 쪽이 살기 좋다고. 거기가 학교도 가깝고.,9
174,알면서 왜 그래?  형편이 그렇잖아. 첨엔 좀 힘들더라도...,3
175,그래서 우리 아빠가 도와준다잖아.,9
176,공부를 할 수가 없잖아!  공부를.,0
177,쉿. 듣겠다.,9
178,들으라고 그래!  내 친구 중에 자기 방 없는 애가 있는 줄 알아?,0
179,알았어. 좀만 기다려. 좀만.,9
180,어서 오세요. 네가 가게에 웬일이야?,2
181,오늘 열쇠를 안 가지고 나가서...,9
182,칠칠맞게. 곧장 들어가 있어.,9
183,너 어떻게 된 거야!  한 시간도 넘게 기다렸잖아!,0
184,그냥 열쇠 집 불러서 열지.,9
185,그런데 쓸 돈이 어딨어?  남아돌아?,0
186,알았어. 그만해.,9
187,오늘도 2만 원 밖에 못 팔고 들어와서 속상해 죽겠는데!,0
188,근데... 걔네 둘이... 진짜로 금방 친해졌거든?  숙제도 같이하고... 자기 집 얘기도 하고 그러면서...,9
189,근데?,9
190,그럼... 그 여자애는 남자애랑... 왜 친해진 걸까?,9
191,그게 뭔 소리야?,9
192,그러니까... 어떤 여자애랑 남자애가 있는데... 전혀 모르는 사이였거든?  근데...,9
193,근데 그게 너지?,9
194,아니야!  그냥 내가 아는 앤데. 우리 과에...,9
195,지금 방 하나 더 만들 순 없는 거야?,9
196,... 응. 없어.,9
197,아무리 생각해도 방 2개는... 지금 어떻게 안될까?,9
198,아. 더워.,3
199,창문도 생각보다 너무 작아 보이고. 안방도 작은 거 같고 도면으로 보다가 직접 보니까... 다른데. 아무리 생각해도,3
200,그 아무리 생각... 그걸 하지 마. 더운데 굳이 왜 그래. 힘들게.,1
201,그래도 아무리 생각해도...,1
202,아 진짜 덥다. 오늘 이상하게 덮네. 그지?  왜 더울까?,3
203,지금 보니까 운동장 참... 작다.,9
204,오늘따라 뭐든지 다 작아 보이는구나. 너 요즘 키 크니?,9
205,근데... 궁금한 게 있는데...,9
206,너 키 크는 거 맞구나?  오늘따라 궁금한 것도 많고.,9
207,아 진짜!  한마디를 안 져! 한마디를! 어쩜 그렇게 필사적으로 구박일까?,0
208,너 그랬어.,9
209,안 그랬어.,9
210,그때. 분명히 그랬어.,9
211,그런 적 없다니깐.,9
212,네가 분명히. 첫눈 올 때 만나자고 그랬어.,9
213,말도 안 돼. 내가 그런 유치한 얘길 했을 리가 없어.,3
214,아. 짜증 나. 녹음을 해 놨어야 되는데. 진짜.,3
215,알았어. 집 문제는 그럼 오빠 말대로 해. 아빠한테 내가 잘 얘기할게.,9
216,... 미안해. 근데 너 잘 알잖아. 그게...,1
217,알았어. 알았는데... 나 좀 섭섭해.,1
218,기분도 그런데. 우리 술 마실까?  먹자. 술.,9
219,됐어. 무슨 술이야.,3
220,오늘 나랑 놀자.,9
221,얘가 왜 이래?  안돼. 나 이따가 학교 들러야 돼.,9
222,학교?,9
223,성적증명 떼러.,9
224,... 미국 가는 거 땜에?,9
225,귀찮게... 뭘 보내라는 게 많아. 에이...,3
226,미국은 갔다 언제 와?,9
227,모르지 뭐. 몇 년이 될지... 가봐야 알지.,9
228,섭섭하겠다. 그 동네에서 오래 살았잖아.,1
229,섭섭하긴. 지긋지긋하지.,3
230,그럼 느네 어머니는 거기 혼자 계시는 거야?  가게도 정리하신다며?,9
231,몰라. 어떻게 될지.,9
232,그래도. 걱정되겠다. 혼자 아프시기라도 하면 큰일인데... 나이 드신 분들은 순간이더라. 네가 신경 많이 써.,1
233,그냥 여기서 평생 엄마랑 같이 살까?,9
234,난 그냥... 걱정돼서...,1
235,네가 그런 걱정을 왜 해?,0
236,왜 화를 내?  그냥 자주 왔다 갔다 하면 되잖아. 적적하지 않으시게...,0
237,자주 왔다 갔다 하기는... 내가 어디 놀러 가는 걸로 보이니?  당장 학비에 집세에. 먹고 살 걱정으로도 빠듯해. 모르면 속 편한 소리 말아.,0
238,... 그래. 알았어. 그만하자. 내가 잘못했어. 그만해.,1
239,우리 10년 뒤에 뭐하고 있을까?,9
240,난 건축하고 넌 피아노 치고 있겠지.,9
241,아니. 난... 피아노 안 칠 거야.,9
242,왜?,9
243,음악 하는 애들 재수 없어. 다들 지 잘났다고. 부모 돈 지랄.,3
244,그럼... 뭐 할 건데?,9
245,아나운서!  그래서 라디오 디제이도 하고. 돈도 많이 벌고... 유명해질 거야.,9
246,아나운서가 돈 많이 벌어?,9
247,... 아닌가?  아니면 적어도 돈 많은 남자랑 결혼해.,9
248,나 오늘 생일이다.,9
249,오늘?,9
250,응.,9
251,근데... 왜. 나랑... 생일이면 친구들이랑 같이... 파티하고 그런 거...,2
252,넌 내 친구 아니야?,9
253,진작 얘기했으면 선물이라도 준비할걸.,9
254,해줘.,9
255,뭐 해줄까?,9
256,나중에 이런 데다 집 짓고 살 거야. 그때 네가 지어줘. 공짜로. 알았지?,9
257,당연하지!,8
258,저번에 철길 걷기 내기를 했는데...,9
259,그게 뭐야?,9
260,몰라?  철길 걷다가 먼저 떨어지는 사람이 지는 거.,9
261,오 갓. 너무 유치해.,3
262,걔가 내기로 손목 때리기를 하자는 거야.,9
263,근데?,9
264,손목 때리기는... 보통 사이에선 하지 않지 않냐?  막 손잡고 그래야 하는데...,9
265,오빠 오피스텔이 대치동이죠?  거기 얼마나 해요?,9
266,왜?  너 이사 오게?,9
267,네.,9
268,언제?,9
269,최대한 빨리요. 아빠가 집 알아보라고 해서...,9
270,오... 잘 됐네. 그럼 내 오피스텔로 한번 놀러 와. 와서 보고... 술도 한잔하고...,9
271,그래도 돼요?,9
272,엄마 우리 이사 가면 안 돼?,9
273,무슨 이 살 가?,3
274,그냥 이사...,9
275,그게 무슨 뚱딴지같은 소리야?,3
276,강남에 아파트 같은 데로...,9
277,가득이나 골치 아파 죽겠는데 얘가 웬 헛소리야. 나중에 네가 돈 벌어서 이사 가. 오늘도 겨우 2만 원 팔고 들어왔어.,0
278,그래. 자랑이다!,0
279,저기... 첫눈 올 때... 뭐 해?,9
280,첫눈?  그거 언제 오는데?,9
281,아... 그러니까... 글쎄... 보통 겨울에... 때 되면...,9
282,우리 그때 만날까?  재밌겠다. 첫눈 오면 무조건 늬네 동네. 그 빈 집에서 보기로. 어때?,9
283,어... 뭐... 그럴까. 그럼?,9
284,선배. 좋은 기회잖아요?,9
285,... 글쎄.,9
286,아니. 반응이 왜 이래?  난 무지 칭찬받을 줄 알았는데. 고맙다고 뭐 먹고 싶냐고 물어보면 한우 사달라고 그러려고 그랬는데.,2
287,고마워. 고맙긴 고마운데. 너무 갑작스러워서.,2
288,MC 하고 싶어 했잖아?  선배도 이제 현장 그만하고 메인 해야지. 언제까지 같이 해요. 선배가 하고. 내가 PD 아름답잖아?,9
289,여긴 정말... 하나도 안 변했네.,9
290,밥 먹자. 내가 살게.,9
291,여기서 체르니 처음 시작했는데.,9
292,뭐 먹을래?,9
293,먹고 싶은 거 없어?,9
294,아니. 왜 하루 종일 밥 타령이야?  요즘 굶고 다녀?,0
295,너 미역국이나 챙겨주게. 오늘 생일 아니야?  바꿨어?,2
296,맞아. 오늘 내 생일,9
297,근데 왜?,9
298,... 기특해서. 귀여워서.,8
299,근데 선물은 없어?,9
300,역시 막국수는 춘천 막국수라고.,9
301,국수 한 끼로 <span class='violet_text'>퉁치게 ?,9
302,막국수는 이름 이상하지 않아?,9
303,나 받고 싶은 거 있는데.,9
304,다음 주 준공검사 앞두고 이제 와서 무슨 2층을 올려?  장난쳐?,0
305,추가 비용 다 감수하겠대.,9
306,돈이면 다야?  설계 다시 하고 골조 건들면 최소한 한 달인데. 그럼 스케줄은?,0
307,좀 늦춰지겠지.,9
308,다음 달에 우리 결혼식인 거 까먹었어?  지금 할 일이 산더민데. 우린 어쩌라고?,0
309,얘기했잖아. 서연이가 완전히 내려와서...,9
310,그건 그 여자 사정이지!,0
311,어디 가세요?,9
312,... 정릉이오.,9
313,아... 정릉은 안 되는데...,9
314,... 예?,9
315,거긴 안 되는데...,9
316,왜요?,9
317,다른 차 타요. 지금은 강 못 건너.,9
318,왜 못 가는데요?,9
319,아니 못 간다면 그런 줄 알지... 빨리 문 닫아.,3
320,가요... 정릉...,9
321,아... 진짜... 이 사람이...,3
322,왜 못 가냐고!,0
323,꼭 오셔야 돼요.,9
324,... 결혼 축하해.,9
325,그럼 저희 먼저 가 볼게요. 오늘 회사에서 환송회가 있어서...,9
326,어... 그래. 어서 가봐. 차 막히기 전에.,9
327,가자. 늦었어.,9
328,아... 왜 또 평일이야?,3
329,그것도 겨우 잡은 거예요.,9
330,저런 놈이랑 결혼하는데 좋아?  그렇게 행복해?,3
331,... 좋죠. 그럼!,8
332,지금 그게 말이 돼?  사람들 다 저기 있는데.,0
333,미안해. 네가 좀... 잘 마무리해라.,1
334,도대체 지금 어딜 간다는 거야?  무슨 급한 일인데? 말을 해야 알 거 아니야.,0
335,나중에 얘기할게. 나중에...,9
336,왜 더 자.,9
337,... 답답해.,1
338,답답해?  어디가 어떻게,9
339,그냥... 기분이 이상해. 내가... 내가 아닌 거 같아.,1
340,... 어떻게 할까?  의사 부를까?,9
341,됐어.,9
342,그럼?  뭐 해줄까? 등 쳐줄까?,9
343,그냥...,9
344,너 영어 잘하지?  번역 과제가 있는데 제대로 했는지 확인해 줄 수 있어?,9
345,음 일단 메일로 보내봐. 그런데 언제까지 해야 되는데?,9
346,과제 제출이 다음 주 월요일이니까 토요일까지 보내 줘.,9
347,알았어. 그럼 메일 확인하고 전화할게.,9
348,관리 사무소지요?  아파트 관리비 고지서를 아직 못 받아서요.,9
349,아 그렇습니까?  혹시 우편함은 확인하셨나요? 어제 넣어드렸는데요.,9
350,봤는데 없더라고요. 지금 관리사무소에 가면 받을 수 있나요?,9
351,네 오시면 바로 재발급해 드리겠습니다.,9
352,차가 좀 흔들리는 것 같아요.,9
353,그래요?  너무 빨라서 그런 거 아닐까요? 속도를 좀 줄여 봐요.,9
354,마찬가지예요. 카센터에서 점검한 지 얼마 안 됐는데 아무래도 세워야겠어요,9
355,조금 더 가면 휴게소가 나올 거예요. 혹시 바퀴에 문제가 있는지 내려서 제가 확인해볼게요,9
356,실장님 신제품 설명회 준비는 잘 돼 가요?,9
357,네 그런데 설명회 자료가 아직 도착 안 했어요. 안내를 도와줄 사람도 좀 부족하고요.,9
358,그럼 자료 제작 회사에 전화 한번 해 보세요. 저는 도와줄 아르바이트 학생을 구할 수 있는지 알아볼게요.,9
359,네 그래요. 그럼 이따가 다시 봐요.,9
360,미안한데 도서관에서 책 좀 빌려줄래?  어제 학생증을 잃어버렸어.,9
361,도서관에 가면 도서관 출입증을 만들어 주던데.,9
362,도서관 출입증?  사진이 없는데 없어도 만들어 줘?,9
363,도서관에서 사진을 찍어 줄 거야. 그 사진으로 만들면 돼.,9
364,저 드라마 역사하고 너무 다른 거 아냐?  작가가 제대로 알고 썼는지 모르겠네.,3
365,그냥 드라마일 뿐이잖아. 재미있게 만들려고 내용을 좀 각색했겠지.,9
366,역사 드라마는 시청률보다 역사적인 사실 전달에 더 신경 써야 할 것 같아. 시청자들이 기대하는 것도 그런 거 아닐까?,9
367,그 말도 맞는데 시청자가 원하는 건 역사 공부가 아니라 재미야.,9
368,예전에 가입해 놓은 쇼핑몰에서 개인 정보가 유출됐다고 연락이 왔는데 뭘 어떻게 해야 되는 거야?,9
369,개인 정보 유출?  홈페이지에 들어가서 비밀번호부터 바꿔야지.,9
370,자주 이용하지도 않는데 가입하지 말 걸 그랬어. 그런데 쇼핑몰에서 개인 정보를 더 철저하게 관리해야 하는 거 아냐?  요즘 사고가 얼마나 많은데..,3
371,개인 정보 관리를 쇼핑몰에 다 맡길 수는 없지. 네가 비밀번호라도 자주 바꿨으면 이런 일이 없었을 거야.,9
372,구청이죠?  공원 앞에 있는 야외무대를 사용하고 싶은데 어떻게 신청하나요?,9
373,어떤 행사인가요?  야외무대에서 물건을 팔거나 상품을 홍보하는 경우에는 사용할 수 없습니다.,9
374,네 알고 있습니다. 자선 단체에서 하는 나눔 행사입니다. 무대 행사는 잠깐 하고 주로 사람들에게 홍보물을 나눠 줄 건데요.,9
375,그래요?  그런 목적이라면 신청 가능해요. 양식은 구청 홈페이지에서 내려받으시면 됩니다. 행사 후에는 주변을 깨끗이 정리해 주셔야 합니다.,9
376,또 선거 운동이야?  운동을 하는 건 좋은 데 꼭 저렇게 시끄럽게 해야 돼? 요즘에는 조용한 유세가 늘고 있다던데.,3
377,그러게. 조용히 악수를 청하는 후보자도 있고 손을 흔들며 인사하는 있다는데 말이야.,9
378,소리가 크다고 홍보가 잘 되는 건 아닌데.,9
379,그건 모르지 후보들이 각자 자기를 잘 알릴 수 있는 방법을 선택하는 거니까. 뭐가 좋고 나쁘다고는 말할 없는 것 같아.,9
380,네 말이 맞긴 한데 저런 식의 선거 유세는 오히려 사람들에게 반감만 살걸.,3
381,실업 문제에 대한 여러 가지 대안들을 말씀해 주셨는데요 시간제 일자리를 늘리는 게 지금으로서는 최선이라고 생각합니다.,9
382,네 물론 시간제 일자리를 늘리는 게 당장은 효과가 있겠지만 근본적인 문제를 해결하기는 어렵다고 봅니다. 오히려 더 큰 가져올 수도 있고요.,9
383,어떤 문제가 생길 수 있는지 구체적으로 말씀해 주시겠습니까?,9
384,시간제 일자리를 늘리면 그만큼 신규 채용의 폭은 줄어들 수밖에 없습니다. 그렇게 되면 정규직을 원하는 사람들에겐 오히려 취업문이 좁아져 실업 문제가 더 심각해질 수도 있습니다.,9
385,우리 아이가 탈 자전거 좀 보여 주세요.,9
386,이 아이가 탈 거예요?  이쪽에서 골라 보세요.,9
387,이 노란색 자전거가 예쁘네요. 이걸로 주세요. 아 근데 의자가 우리 아이한테 너무 높진 않겠죠?,9
388,그럼요 이 아이 정도면 탈 때 불편하진 않을 거예요.,9
389,이 물건들 버리시는 거예요?,9
390,네. 제가 외국으로 이사를 가서요.,9
391,아직 쓸 수 있는 물건이 많은데 제가 가져가도 돼요?,9
392,네 필요하시면 가져가세요.,9
393,부산까지 가려고 하는데요. 기차가 몇 시에 있어요?,9
394,네 손님. 잠시만요. 1시간 후에 있어요.,9
395,저는 혼자라서 서서 가도 괜찮은데 더 빨리 갈 수 없을까요?,9
396,아 그러면 20분 후에 출발하는 기차가 있어요.,9
397,여보세요?  여기 305호인데요. 아이들이 잘 침대가 필요해요.,9
398,아 네. 만 원을 더 내셔야 하는데 괜찮으시겠어요?,9
399,괜찮아요. 그런데 침대 두 개를 빌릴 수 있어요?  아이가 둘이라서요.,9
400,죄송합니다 손님. 침대는 한 방에 하나만 더 들어갈 수 있습니다.,9
401,민수 씨 어제 축구 경기 봤어요?,9
402,네. 저는 친구들하고 재미있게 봤어요. 우리 팀이 이겨서 더 좋았죠. 수미 씨도 봤어요?,9
403,저도 봤어요. 우리 선수 한 명이 다쳐서 걱정했는데 이겨서 다행이었어요. 다음 경기도 이기면 좋겠네요. 그럴 수 있겠죠?,9
404,우리 이제 그만 구경하고 가요.,9
405,오랜만에 여행 왔는데 벌써 가요?  자주 오기도 어려운데 미술관만 더 보고 가요.,9
406,오늘은 많이 봤으니까 미술관은 내일 봐요. 저는 좀 쉬었으면 좋겠어요.,9
407,그래도 조금만 더 보고 가면 안 될까요?,9
408,오늘 몇 시쯤 물건을 받을 수 있을까요?,9
409,지금은 몇 시에 갈 수 있을지 잘 모르겠어요.,9
410,아 그래요?  그런데 앞으로는 오는 시간을 미리 알려주면 좋겠어요.,9
411,죄송합니다. 요즘 배달할 물건이 많아서 도착 시간을 말씀드리기 좀 어렵네요.,9
412,요즘 퇴근 후에 뭐 해요?  매일 일찍 나가는 것 같아요.,9
413,아 집 근처 가구 만드는 곳에 가서 책상을 만들고 있어요.,9
414,책상요?  책상을 사지 않고 만들어요?,2
415,네. 좀 큰 책상을 갖고 싶어서 시작했는데 아주 재미있어요. 그래서 다음에는 식탁도 만들어 보려고요.,8
416,그런 걸 할 줄 알아요?  나는 작은 상자도 못 만드는데,1
417,가구 만드는 곳에 가면 다 가르쳐 줘요. 하고 싶으면 같이 가요.,9
418,안녕하세요?  여기 행복 마트인데요. 지난주에 주문한 그릇 때문에 전화드렸습니다.,9
419,네 연락하려고 했는데 주문한 그릇이 왜 이렇게 안 와요?,0
420,원하시는 색깔이 가게에 없어서 공장에 주문을 했는데요. 생각보다 늦어져서요. 죄송합니다.,1
421,그래요?  그럼 언제쯤 받을 수 있어요?,9
422,내일 보낼 거니까 모레쯤은 도착할 겁니다.,9
423,네 알겠습니다.,9
424,여보세요?  오늘 아이들하고 외식할래요? 우리 자주 가는 그 중국집 있잖아요.,9
425,좋아요. 그런데 그 식당은 예약해야 하잖아요.,9
426,네 당신한테 물어보고 하려고요.,9
427,그래요?  그럼 난 퇴근하고 바로 그리로 갈 테니까 일곱 시에 봐요.,9
428,오늘 환자가 좀 많네요. 많이 기다려야 돼요?,9
429,네 환절기라서요. 한 시간은 기다리셔야 될 것 같은데요.,9
430,지금 접수해놓고 나갔다 와도 되죠?,9
431,네 볼일 보시고 늦지 않게 오세요.,9
432,저희 집 커튼을 좀 바꾸려고 하는데요.,9
433,이쪽으로 와서 보세요. 책자에도 많이 있으니까 좀 보시고요.,9
434,그럼 앉아서 천천히 보세요. 마음에 드는 거 있으시면 댁으로 가져가서 달아 드릴게요.,9
435,김 과장님 다음 달 직원 교육 일정 나왔어요?,9
436,그건 내가 알아볼게요. 지난번 그분을 다시 한번 모셔도 될 것 같아요.,9
437,알겠습니다. 그럼 전 장소가 확정되는 대로 보고드리겠습니다.,9
438,자연 생태 체험 잘 다녀왔어요?,9
439,네. 주말마다 출발하는 프로그램이 있더라고요. 기회가 되면 다시 가고 싶어요.,9
440,그래요?  저도 가고 싶은데 이번 달까지는 시간이 안 나네요.,9
